# gunzip -c exp/tri2b/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Mon May 17 09:17:03 UTC 2021
#
At utterance begin, SIL accounts for 92.9% of phone occurrences, with duration (median, mean, 95-percentile) is (31,38.1,82) frames.
Overall, qq_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,15.1,35) frames.
Overall, j^4_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (20,20.1,37) frames.
Overall, j_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.1,16) frames.
Overall, l_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,11) frames.
Overall, m_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,6.9,11) frames.
The optional-silence phone SIL occupies 27.9% of frames overall 
Limiting the stats to the 78.0% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 9.0% of frames.
Assuming 100 frames per second, the alignments represent 15.7 hours of data, or 11.3 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 3.7% of utterance-internal phones, with duration (median, mean, 95-percentile) = (20,24.7,67)
# Accounting: time=1 threads=1
# Ended (code 0) at Mon May 17 09:17:04 UTC 2021, elapsed time 1 seconds
