# gunzip -c exp/tri1/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Mon May 17 08:48:31 UTC 2021
#
At utterance begin, SIL accounts for 93.4% of phone occurrences, with duration (median, mean, 95-percentile) is (32,39.0,82) frames.
Overall, d_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.8,12) frames.
Overall, t_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.0,11) frames.
Overall, m^0_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.9,27) frames.
Overall, uu_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.5,29) frames.
Overall, z^1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.3,19) frames.
Overall, xx_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.2,29) frames.
Overall, oo_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.5,26) frames.
Overall, k^1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.8,27) frames.
Overall, l_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.8,13) frames.
Overall, r_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,14) frames.
Overall, n_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.1,10) frames.
Overall, p_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,13) frames.
Overall, e_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.3,15) frames.
Overall, ng^4_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.4,29) frames.
Overall, b_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.2,11) frames.
Overall, p^1_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.4,17) frames.
Overall, u_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.6,17) frames.
Overall, th_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.0,14) frames.
Overall, j^2_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.0,29) frames.
Overall, ch_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,11.8,18) frames.
Overall, w_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,14) frames.
Overall, c_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.3,12) frames.
Overall, s_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.1,17) frames.
Overall, uua_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.6,25) frames.
Overall, z^4_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.3,25) frames.
Overall, vva_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.8,25) frames.
Overall, d_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.1,9) frames.
Overall, v_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,18) frames.
Overall, qq_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,15.1,35) frames.
Overall, j^4_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (19,19.5,35) frames.
Overall, j_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.5,15) frames.
Overall, l_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,11) frames.
Overall, m_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.2,11) frames.
The optional-silence phone SIL occupies 29.6% of frames overall 
Limiting the stats to the 77.5% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 10.0% of frames.
Assuming 100 frames per second, the alignments represent 15.7 hours of data, or 11.0 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 3.8% of utterance-internal phones, with duration (median, mean, 95-percentile) = (22,26.7,69)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon May 17 08:48:31 UTC 2021, elapsed time 0 seconds
