# gunzip -c exp/tri3b/decode/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py exp/tri3b/graph 
# Started at Mon May 17 09:54:23 UTC 2021
#
At utterance begin, SIL accounts for 99.0% of phone occurrences, with duration (median, mean, 95-percentile) is (34,37.7,68) frames.
Overall, xx_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.8,29) frames.
Overall, k^1_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.2,17) frames.
Overall, p^3_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,11.1,17) frames.
Overall, l_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.5,12) frames.
Overall, uua_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.3,19) frames.
Overall, khr_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.7,17) frames.
Overall, qq_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.2,22) frames.
The optional-silence phone SIL occupies 34.3% of frames overall 
Limiting the stats to the 67.2% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 3.5% of frames.
Assuming 100 frames per second, the alignments represent 0.3 hours of data, or 0.2 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 3.1% of utterance-internal phones, with duration (median, mean, 95-percentile) = (7,10.7,28)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon May 17 09:54:23 UTC 2021, elapsed time 0 seconds
