# gunzip -c exp/tri1/decode/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py exp/tri1/graph 
# Started at Mon May 17 08:50:17 UTC 2021
#
At utterance begin, SIL accounts for 99.2% of phone occurrences, with duration (median, mean, 95-percentile) is (35,38.5,69) frames.
Overall, ii_I accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.3,27) frames.
Overall, j^0_E accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (16,16.0,28) frames.
Overall, z_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.1,9) frames.
Overall, s_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.6,15) frames.
Overall, z^4_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.8,17) frames.
Overall, z^0_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.0,18) frames.
Overall, j^4_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (23,19.9,30) frames.
Overall, c_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.0,11) frames.
Overall, th_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,13) frames.
Overall, r_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.4,16) frames.
Overall, j^2_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.1,23) frames.
Overall, ng^2_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (12,16.8,30) frames.
Overall, t^1_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.4,16) frames.
Overall, ng^0_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (13,13.9,26) frames.
Overall, z^1_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.0,18) frames.
Overall, j^1_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (15,16.6,30) frames.
Overall, t_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.9,13) frames.
Overall, d_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.4,9) frames.
Overall, z^3_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.5,22) frames.
Overall, p_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,11) frames.
Overall, z^2_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.9,18) frames.
Overall, k_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.9,11) frames.
Overall, i_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.8,13) frames.
Overall, o_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.3,15) frames.
Overall, z^0_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.0,9) frames.
Overall, v_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.9,15) frames.
Overall, qq_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.5,22) frames.
Overall, j_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.9,14) frames.
Overall, l_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.0,11) frames.
Overall, ng^1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (15,25.1,107) frames.
Overall, @_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.4,19) frames.
Overall, z^1_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.4,14) frames.
Overall, e_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.8,12) frames.
Overall, uu_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.8,28) frames.
Overall, r_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.9,11) frames.
Overall, xx_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.3,28) frames.
Overall, k^1_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.1,15) frames.
Overall, w^0_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,14.1,31) frames.
Overall, u_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,13) frames.
Overall, b_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.0,10) frames.
Overall, uua_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.9,21) frames.
Overall, khr_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (13,12.2,16) frames.
Overall, p^3_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.8,14) frames.
The optional-silence phone SIL occupies 35.1% of frames overall 
Limiting the stats to the 66.7% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 4.6% of frames.
Assuming 100 frames per second, the alignments represent 0.3 hours of data, or 0.2 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 3.3% of utterance-internal phones, with duration (median, mean, 95-percentile) = (11,13.5,32)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon May 17 08:50:17 UTC 2021, elapsed time 0 seconds
