# gunzip -c exp/tri2a/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Mon May 17 09:02:20 UTC 2021
#
At utterance begin, SIL accounts for 93.2% of phone occurrences, with duration (median, mean, 95-percentile) is (32,38.7,82) frames.
Overall, w_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,14) frames.
Overall, c_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.1,12) frames.
Overall, s_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,10.8,17) frames.
Overall, uua_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.3,24) frames.
Overall, z^4_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.6,26) frames.
Overall, vva_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.8,25) frames.
Overall, d_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.2,10) frames.
Overall, v_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.6,18) frames.
Overall, qq_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,15.0,35) frames.
Overall, j^4_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (18,19.3,36) frames.
Overall, j_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.5,15) frames.
Overall, l_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,10) frames.
Overall, m_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.1,11) frames.
The optional-silence phone SIL occupies 29.0% of frames overall 
Limiting the stats to the 77.7% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 9.7% of frames.
Assuming 100 frames per second, the alignments represent 15.7 hours of data, or 11.1 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 3.8% of utterance-internal phones, with duration (median, mean, 95-percentile) = (21,25.9,68)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon May 17 09:02:20 UTC 2021, elapsed time 0 seconds
